médaillon	69816,0.012195121951219513
6	69821,0.125;71836,0.045454545454545456
volumes	69821,0.125
000	69821,0.125;70916,0.007042253521126761
pages	69821,0.125
travail	69821,0.125
monumental	69821,0.125
Carraro	70161,0.05405405405405406;75457,0.05
ParisTech	70161,0.05405405405405406;70422,0.08333333333333333;75457,0.05
Arrêtons	70161,0.02702702702702703
former	70161,0.02702702702702703
ingénieurs	70161,0.02702702702702703
bien	70161,0.02702702702702703
calibrés	70161,0.02702702702702703
certes	70161,0.02702702702702703
mais	70161,0.02702702702702703;75788,0.02631578947368421
dont	70161,0.02702702702702703
tué	70161,0.02702702702702703
part	70161,0.02702702702702703
leur	70161,0.02702702702702703
créativité	70161,0.02702702702702703
estime	70161,0.02702702702702703
imageur	70163,0.045454545454545456
MIRIM	70163,0.045454545454545456
blanche	70163,0.045454545454545456
Service	70163,0.045454545454545456
Astrophysique	70163,0.045454545454545456
Laboratoire	70163,0.045454545454545456
AIM	70163,0.045454545454545456
Irfu	70163,0.045454545454545456
tests	70163,0.045454545454545456
alignements	70163,0.045454545454545456
optiques	70163,0.045454545454545456
Vol	70165,0.0625
inaugural	70165,0.0625
Drone	70165,0.125
0	70165,0.0625
Delta	70165,0.0625
drone	70165,0.0625
pesant	70165,0.0625
moins	70165,0.0625
4	70165,0.0625
plateforme	70420,0.07692307692307693
unique	70420,0.07692307692307693;70747,0.038461538461538464;75070,0.04;75788,0.02631578947368421
genre	70420,0.07692307692307693;75788,0.02631578947368421
Des	70420,0.07692307692307693;70744,0.022727272727272728;70916,0.007042253521126761
robots	70420,0.07692307692307693;71614,0.05555555555555555
caméras	70420,0.07692307692307693
plantes	70420,0.07692307692307693
avatar	70421,0.1
pompier	70421,0.1
rame	70421,0.1
virtuelle	70421,0.1;74168,0.0196078431372549;75064,0.07142857142857142
RER	70421,0.1
Rizlene	70422,0.08333333333333333
Bouchemoua	70422,0.08333333333333333
Représentante	70422,0.08333333333333333
Aux	70422,0.08333333333333333
Etats	70422,0.08333333333333333;72932,0.05555555555555555
Unis	70422,0.08333333333333333;72932,0.05555555555555555
Image	70423,0.047619047619047616;71836,0.045454545454545456;74168,0.0196078431372549
microscopie	70423,0.047619047619047616
force	70423,0.047619047619047616
atomique	70423,0.047619047619047616
glycopolymère	70423,0.047619047619047616
nano	70423,0.047619047619047616;70747,0.07692307692307693;72635,0.11538461538461539
organisé	70423,0.047619047619047616
cylindres	70423,0.047619047619047616
sucres	70423,0.047619047619047616
matrice	70423,0.047619047619047616
polystyrène	70423,0.047619047619047616
silicié	70423,0.047619047619047616
artiste	70424,0.2;75792,0.05555555555555555
Euclid	70424,0.2
ensemble	70425,0.043478260869565216;73683,0.022222222222222223
levier	70425,0.043478260869565216
nanostructuré	70425,0.043478260869565216
nanotubes	70425,0.08695652173913043
alignés	70425,0.043478260869565216
dioxyde	70425,0.043478260869565216
titane	70425,0.043478260869565216
Agrandissement	70425,0.043478260869565216
forêt	70425,0.043478260869565216
TiO2	70425,0.043478260869565216
partie	70744,0.022727272727272728;73431,0.009900990099009901
figure	70744,0.022727272727272728
montre	70744,0.022727272727272728
position	70744,0.022727272727272728;72119,0.027777777777777776
trait	70744,0.022727272727272728
plein	70744,0.022727272727272728
vitesse	70744,0.022727272727272728
pointillé	70744,0.022727272727272728
mouvements	70744,0.022727272727272728
oculaires	70744,0.022727272727272728
horizontaux	70744,0.022727272727272728
verticaux	70744,0.022727272727272728;72635,0.038461538461538464
A	70744,0.022727272727272728
mot	70744,0.022727272727272728
eye	70744,0.022727272727272728
correspondant	70744,0.022727272727272728;73683,0.022222222222222223
ces	70744,0.022727272727272728;73431,0.0297029702970297
tracés	70744,0.022727272727272728
chiffres	70744,0.022727272727272728
prénom	70744,0.022727272727272728
écrits	70744,0.022727272727272728
dispositif	70744,0.022727272727272728
Représentation	70747,0.038461538461538464
schématique	70747,0.038461538461538464;72635,0.038461538461538464
antenne	70747,0.038461538461538464
formée	70747,0.038461538461538464
deux	70747,0.038461538461538464;75458,0.009615384615384616
nanoparticules	70747,0.038461538461538464;74750,0.04
or	70747,0.07692307692307693
liées	70747,0.038461538461538464
double	70747,0.038461538461538464
brin	70747,0.038461538461538464
ADN	70747,0.038461538461538464
alimentée	70747,0.038461538461538464;75789,0.02702702702702703
émetteur	70747,0.038461538461538464
quantique	70747,0.038461538461538464
Bernard	70914,0.029411764705882353;72392,0.04
Bigot	70914,0.029411764705882353;72392,0.04
Administrateur	70914,0.029411764705882353;72392,0.04
Genevieve	70914,0.029411764705882353
Fioraso	70914,0.029411764705882353
Ministre	70914,0.029411764705882353;72933,0.034482758620689655
Enseignement	70914,0.029411764705882353
Supérieur	70914,0.029411764705882353
Recherche	70914,0.029411764705882353
Philippe	70914,0.029411764705882353
Vannier	70914,0.029411764705882353
PDG	70914,0.058823529411764705
Bull	70914,0.029411764705882353
Catherine	70914,0.029411764705882353
Rivière	70914,0.029411764705882353
GENCI	70914,0.029411764705882353
supercalculateur	70914,0.029411764705882353
CURIE	70914,0.029411764705882353
Cartes	70916,0.007042253521126761
huit	70916,0.007042253521126761
étude	70916,0.007042253521126761;73431,0.009900990099009901
Sud	70916,0.007042253521126761
particulièrement	70916,0.007042253521126761
Cévennes	70916,0.007042253521126761
Vivarais	70916,0.007042253521126761
CV	70916,0.014084507042253521
Corse	70916,0.007042253521126761
C0	70916,0.007042253521126761
centre	70916,0.007042253521126761;74168,0.0196078431372549;75064,0.07142857142857142
Italie	70916,0.014084507042253521;75788,0.02631578947368421
IC	70916,0.014084507042253521
Nord	70916,0.007042253521126761
INE	70916,0.014084507042253521
Ligurie	70916,0.007042253521126761
Toscane	70916,0.007042253521126761
LT	70916,0.007042253521126761
Valence	70916,0.007042253521126761
Espagne	70916,0.007042253521126761
VA	70916,0.007042253521126761
Catalogne	70916,0.007042253521126761
CA	70916,0.007042253521126761
îles	70916,0.007042253521126761
Baléares	70916,0.007042253521126761
BA	70916,0.014084507042253521
instruments	70916,0.007042253521126761
recherche	70916,0.007042253521126761;71837,0.09090909090909091
seront	70916,0.007042253521126761
déployés	70916,0.007042253521126761
spécialement	70916,0.007042253521126761
campagne	70916,0.007042253521126761
automne	70916,0.007042253521126761
sites	70916,0.007042253521126761;75788,0.02631578947368421
CO	70916,0.007042253521126761
Thétys	70916,0.007042253521126761
II	70916,0.007042253521126761
navire	70916,0.014084507042253521
océanographique	70916,0.007042253521126761
côtier	70916,0.007042253521126761
CNRS	70916,0.007042253521126761
INSU	70916,0.007042253521126761
mesures	70916,0.02112676056338028
effectuées	70916,0.007042253521126761
contribuent	70916,0.007042253521126761
observations	70916,0.007042253521126761;73431,0.009900990099009901;75789,0.02702702702702703
terme	70916,0.007042253521126761
programme	70916,0.007042253521126761
HyMeX	70916,0.007042253521126761
glider	70916,0.007042253521126761
appareil	70916,0.007042253521126761;74167,0.022222222222222223
autonome	70916,0.007042253521126761
marin	70916,0.007042253521126761
réalise	70916,0.007042253521126761
température	70916,0.007042253521126761
salinité	70916,0.007042253521126761
premiers	70916,0.007042253521126761
mètres	70916,0.007042253521126761
mer	70916,0.007042253521126761
Selon	70916,0.007042253521126761
capteurs	70916,0.007042253521126761
installés	70916,0.007042253521126761
bord	70916,0.007042253521126761
biogéochimiques	70916,0.007042253521126761
vitesses	70916,0.007042253521126761
aussi	70916,0.007042253521126761;75788,0.02631578947368421
Sylvaine	71612,0.037037037037037035
Jacquart	71612,0.037037037037037035
lauréate	71612,0.037037037037037035
6ème	71612,0.037037037037037035
bourses	71612,0.037037037037037035
Oréal	71612,0.037037037037037035
Unesco	71612,0.037037037037037035
Académie	71612,0.037037037037037035;72113,0.06666666666666667;73182,0.125
sciences	71612,0.037037037037037035;72939,0.07142857142857142
Pour	71612,0.037037037037037035
femmes	71612,0.037037037037037035
science	71612,0.07407407407407407
nouveau	71612,0.037037037037037035;76213,0.047619047619047616
ciment	71612,0.037037037037037035
biomimétique	71612,0.037037037037037035
injectable	71612,0.037037037037037035
Bertin	71614,0.05555555555555555
Nahum	71614,0.05555555555555555
fondateur	71614,0.05555555555555555;72114,0.1111111111111111
Medtech	71614,0.1111111111111111
ROSA	71614,0.05555555555555555
fonctionnement	71614,0.05555555555555555
bloc	71614,0.05555555555555555
opératoire	71614,0.05555555555555555
ïles	71621,0.3333333333333333
pionnières	71621,0.3333333333333333
Cédric	71835,0.09090909090909091
Villani	71835,0.09090909090909091
Institut	71835,0.09090909090909091;75792,0.05555555555555555
Henri	71835,0.09090909090909091
Poincaré	71835,0.09090909090909091
Médaille	71835,0.09090909090909091
Fields	71835,0.09090909090909091
Palais	71836,0.045454545454545456
Madrid	71836,0.045454545454545456
prise	71836,0.045454545454545456
Pléiades	71836,0.09090909090909091
1B	71836,0.045454545454545456
décembre	71836,0.045454545454545456
2012	71836,0.045454545454545456;71837,0.09090909090909091
Kourou	71836,0.045454545454545456
Guyane	71836,0.045454545454545456
vu	71836,0.045454545454545456
1A	71836,0.045454545454545456
Francis	71837,0.09090909090909091
Martin	71837,0.09090909090909091
lauréat	71837,0.09090909090909091
Laurier	71837,0.09090909090909091
Inra	71837,0.09090909090909091
agronomique	71837,0.09090909090909091
Bruno	72113,0.06666666666666667;73430,0.1
Revellin	72113,0.06666666666666667
Falcoz	72113,0.06666666666666667
honoraire	72113,0.06666666666666667
Délégué	72113,0.06666666666666667
relations	72113,0.06666666666666667
internationales	72113,0.06666666666666667
Technologies	72113,0.06666666666666667;73182,0.125
Stéphane	72114,0.1111111111111111
Poughon	72114,0.1111111111111111
DisaSolar	72114,0.1111111111111111
Cellule	72114,0.1111111111111111
OPV	72114,0.1111111111111111
mamba	72115,0.2
Dendroapsis	72115,0.2
angusticeps	72115,0.2
ancrée	72119,0.027777777777777776
via	72119,0.027777777777777776
trois	72119,0.027777777777777776;73683,0.022222222222222223;75791,0.045454545454545456
points	72119,0.027777777777777776
accroche	72119,0.027777777777777776
plateau	72119,0.027777777777777776
supérieur	72119,0.027777777777777776
tourne	72119,0.027777777777777776
sens	72119,0.027777777777777776
autre	72119,0.027777777777777776
autour	72119,0.027777777777777776
axe	72119,0.027777777777777776
selon	72119,0.027777777777777776
pointe	72119,0.027777777777777776;75070,0.04
Antoine	72392,0.04
Frérot	72392,0.04
Pdg	72392,0.04
Véolia	72392,0.04
Environnement	72392,0.04;75458,0.009615384615384616
signent	72392,0.04
stratégique	72392,0.04
collaboration	72392,0.04
Veolia	72392,0.04
Schéma	72397,0.045454545454545456
principe	72397,0.045454545454545456
expérience	72397,0.045454545454545456
transport	72397,0.045454545454545456
osmotique	72397,0.045454545454545456
eau	72397,0.045454545454545456;74750,0.08
travers	72397,0.045454545454545456;75458,0.009615384615384616
nanotube	72397,0.045454545454545456
Bore	72397,0.045454545454545456
Azote	72397,0.045454545454545456
transmembranaire	72397,0.045454545454545456
Alain	72629,0.2
Bugat	72629,0.2
NucAdvisor	72629,0.2
transistors	72635,0.038461538461538464
3D	72635,0.038461538461538464;73431,0.009900990099009901
montrant	72635,0.038461538461538464;74167,0.022222222222222223
grille	72635,0.038461538461538464
entourant	72635,0.038461538461538464
nanofils	72635,0.038461538461538464
séparant	72635,0.038461538461538464
contacts	72635,0.038461538461538464
extrémités	72635,0.038461538461538464
nanofil	72635,0.07692307692307693
Sandy	72636,0.08333333333333333
Bodet	72636,0.08333333333333333
Meilleur	72636,0.08333333333333333
Apprenti	72636,0.08333333333333333
Mécanique	72636,0.08333333333333333
Aéronautique	72636,0.08333333333333333
Cellules	72636,0.08333333333333333
Aéronefs	72636,0.08333333333333333
Nalini	72932,0.05555555555555555
Anantharaman	72932,0.05555555555555555
mathématicienne	72932,0.05555555555555555
française	72932,0.05555555555555555
actuellement	72932,0.05555555555555555
résidence	72932,0.05555555555555555
for	72932,0.05555555555555555
Advanced	72932,0.05555555555555555
Study	72932,0.05555555555555555
Princeton	72932,0.05555555555555555
Taxibot	72933,0.034482758620689655
TLD	72933,0.06896551724137931
leader	72933,0.034482758620689655
mondial	72933,0.034482758620689655
équipements	72933,0.034482758620689655;73876,0.024390243902439025
aéroportuaires	72933,0.034482758620689655
Remise	72933,0.034482758620689655
National	72933,0.034482758620689655
Innovation	72933,0.034482758620689655;73876,0.024390243902439025
Industrielle	72933,0.034482758620689655
Redressement	72933,0.034482758620689655
Productif	72933,0.034482758620689655
Arnaud	72933,0.034482758620689655
Montebourg	72933,0.034482758620689655
Innovatives	72939,0.07142857142857142
SHS	72939,0.07142857142857142
salon	72939,0.07142857142857142
valorisation	72939,0.07142857142857142
humaines	72939,0.07142857142857142;75063,0.023809523809523808
sociales	72939,0.07142857142857142;75063,0.023809523809523808
première	72939,0.07142857142857142
énergie	72940,0.0625;75789,0.02702702702702703
découvert	72940,0.0625
outil	72940,0.0625;73431,0.009900990099009901;75788,0.02631578947368421
idéal	72940,0.0625
mieux	72940,0.0625;76213,0.047619047619047616
débat	72940,0.0625
transition	72940,0.0625
énergétique	72940,0.0625
Roucairol	73182,0.125
Carte	73183,0.125
expédition	73183,0.125
Tara	73183,0.125
Oceans	73183,0.125
Polar	73183,0.125
Circle	73183,0.125
Hugo	73185,0.125
Niccolaï	73185,0.125
cours	73185,0.125;73683,0.044444444444444446
escale	73185,0.125
péruvienne	73185,0.125
Goubet	73430,0.1
Mines	73430,0.1
Ales	73430,0.1
Mallette	73431,0.009900990099009901
pédagogique	73431,0.009900990099009901
VIRCOPAL	73431,0.009900990099009901
Syphilis	73431,0.009900990099009901
Cette	73431,0.019801980198019802
mallette	73431,0.0297029702970297
nouvel	73431,0.009900990099009901;74455,0.07142857142857142
compréhension	73431,0.009900990099009901
pathologie	73431,0.009900990099009901
partir	73431,0.009900990099009901
reproductions	73431,0.019801980198019802
biofidèles	73431,0.009900990099009901
pièces	73431,0.019801980198019802
osseuses	73431,0.0297029702970297
pathologiques	73431,0.009900990099009901
résine	73431,0.009900990099009901
contient	73431,0.009900990099009901
données	73431,0.019801980198019802
qualitatives	73431,0.009900990099009901
quantitatives	73431,0.009900990099009901
issues	73431,0.019801980198019802
acquisitions	73431,0.009900990099009901
obtenues	73431,0.009900990099009901
scanner	73431,0.009900990099009901
livret	73431,0.009900990099009901
explicatif	73431,0.009900990099009901
permet	73431,0.009900990099009901;74167,0.022222222222222223
exploiter	73431,0.009900990099009901
lésions	73431,0.009900990099009901
syphilis	73431,0.009900990099009901
s	73431,0.5742574257425742;75063,0.4523809523809524
appuyant	73431,0.009900990099009901
réelles	73431,0.009900990099009901
originales	73431,0.009900990099009901
Impression	73431,0.009900990099009901
diaphyse	73431,0.009900990099009901
fémorale	73431,0.009900990099009901
coupée	73431,0.009900990099009901
virtuellement	73431,0.009900990099009901
longitudinalement	73431,0.009900990099009901
montrer	73431,0.009900990099009901
gomme	73431,0.009900990099009901
syphilitique	73431,0.009900990099009901
Maquette	73683,0.022222222222222223
restitution	73683,0.022222222222222223
finale	73683,0.022222222222222223;75065,0.07692307692307693
épave	73683,0.022222222222222223
Verne	73683,0.022222222222222223
9	73683,0.022222222222222223
Détail	73683,0.022222222222222223
assemblage	73683,0.022222222222222223
ligatures	73683,0.022222222222222223
réplique	73683,0.044444444444444446
navigante	73683,0.044444444444444446
Gyptis	73683,0.044444444444444446
construction	73683,0.044444444444444446
fond	73683,0.022222222222222223
carène	73683,0.022222222222222223
premières	73683,0.022222222222222223
virures	73683,0.022222222222222223
Malymas	73684,0.043478260869565216
vin	73684,0.043478260869565216
gabonais	73684,0.043478260869565216
disponible	73684,0.043478260869565216
aujourd	73684,0.043478260869565216
hui	73684,0.043478260869565216
blanc	73684,0.043478260869565216
rosé	73684,0.043478260869565216
Planter	73684,0.043478260869565216
développer	73684,0.043478260869565216
vignes	73684,0.043478260869565216
Gabon	73684,0.043478260869565216
il	73684,0.043478260869565216;75063,0.023809523809523808
fallait	73684,0.043478260869565216
oser	73684,0.043478260869565216
Yves	73875,0.2
Metz	73875,0.2
Ingérop	73875,0.2
Berthet	73876,0.024390243902439025
Stratégie	73876,0.024390243902439025
Numérique	73876,0.024390243902439025
Centrale	73876,0.024390243902439025
Lyon	73876,0.024390243902439025
initiateur	73876,0.024390243902439025
Thierry	73876,0.024390243902439025;74167,0.044444444444444446;74752,0.07692307692307693
Picq	73876,0.024390243902439025
Doyen	73876,0.024390243902439025
associé	73876,0.024390243902439025
Pédagogique	73876,0.024390243902439025
EMLYON	73876,0.024390243902439025
Business	73876,0.024390243902439025
School	73876,0.024390243902439025
LearningLab	73876,0.04878048780487805
spécifiques	73876,0.024390243902439025
Regond	74167,0.044444444444444446
présentant	74167,0.044444444444444446
détecteur	74167,0.022222222222222223
fuite	74167,0.044444444444444446
hélium	74167,0.022222222222222223
représentants	74167,0.022222222222222223
délégation	74167,0.022222222222222223
militaire	74167,0.022222222222222223
base	74167,0.022222222222222223
aérienne	74167,0.022222222222222223
Ambérieu	74167,0.022222222222222223
Bugey	74167,0.022222222222222223
détecter	74167,0.022222222222222223
localiser	74167,0.022222222222222223
intérieur	74167,0.022222222222222223
réservoir	74167,0.022222222222222223
générale	74168,0.0196078431372549
tokamak	74168,0.058823529411764705
Tore	74168,0.0784313725490196
Supra	74168,0.0784313725490196
installé	74168,0.0196078431372549
Cadarache	74168,0.0196078431372549;75064,0.07142857142857142
Etudes	74168,0.0196078431372549
paramètres	74168,0.0196078431372549
plasma	74168,0.0196078431372549
depuis	74168,0.0196078431372549
contrôle	74168,0.0196078431372549
commande	74168,0.0196078431372549
Reconfiguration	74168,0.0196078431372549
WEST	74168,0.0392156862745098
configuré	74168,0.0196078431372549
DT	74450,0.1111111111111111
18	74450,0.1111111111111111
Delair	74450,0.05555555555555555
Tech	74450,0.05555555555555555
top	74450,0.05555555555555555
filière	74450,0.05555555555555555
train	74450,0.05555555555555555
émerger	74450,0.05555555555555555
larynx	74454,0.06666666666666667
artificiel	74454,0.06666666666666667
ProTip	74454,0.06666666666666667
implanté	74454,0.06666666666666667
équipe	74454,0.06666666666666667
Christian	74454,0.06666666666666667
Debry	74454,0.06666666666666667
instrument	74455,0.07142857142857142
Ilsa	74455,0.07142857142857142
dépister	74455,0.07142857142857142
cancer	74455,0.07142857142857142
col	74455,0.07142857142857142
utérus	74455,0.07142857142857142
petit	74457,0.125
utile	74457,0.125
pleine	74457,0.125
controverse	74457,0.125
Deux	74750,0.04
morceaux	74750,0.04
gel	74750,0.04
collés	74750,0.04
solution	74750,0.04
aqueuse	74750,0.04
silice	74750,0.04
immergés	74750,0.04
adhésion	74750,0.04
résiste	74750,0.04
immersion	74750,0.04
Raphaël	74752,0.07692307692307693
Haumont	74752,0.07692307692307693
étonnant	74752,0.07692307692307693
chimiste	74752,0.07692307692307693
cuisine	74752,0.07692307692307693
chef	74752,0.07692307692307693
étoilé	74752,0.07692307692307693
Marx	74752,0.07692307692307693
RETORIK	75063,0.023809523809523808
humanoïde	75063,0.023809523809523808
ayant	75063,0.023809523809523808
maturité	75063,0.023809523809523808
enfant	75063,0.023809523809523808
âgé	75063,0.023809523809523808
auquel	75063,0.023809523809523808
équipes	75063,0.023809523809523808
Davi	75063,0.023809523809523808
dispensent	75063,0.023809523809523808
progressivement	75063,0.023809523809523808
connaissances	75063,0.023809523809523808
tout	75063,0.023809523809523808
attachant	75063,0.023809523809523808
éduquer	75063,0.023809523809523808
afin	75063,0.023809523809523808
qu	75063,0.09523809523809523;75458,0.019230769230769232
apprenne	75063,0.023809523809523808
règles	75063,0.023809523809523808
émotions	75063,0.023809523809523808
Salle	75064,0.07142857142857142
réalité	75064,0.07142857142857142
IRFM	75064,0.07142857142857142
Flacon	75065,0.07692307692307693
contenant	75065,0.07692307692307693
lyophilisat	75065,0.07692307692307693
destinée	75065,0.07692307692307693
produit	75065,0.07692307692307693
Livatag	75065,0.07692307692307693
artistique	75070,0.04
électroluminescence	75070,0.04
fil	75070,0.04
moléculaire	75070,0.04
polythiophène	75070,0.04
suspendu	75070,0.04
entre	75070,0.04
effet	75070,0.04
tunnel	75070,0.04
Métier	75457,0.05
Laser	75457,0.05
Châlons	75457,0.05
Champagne	75457,0.05
Plateforme	75457,0.05
technologique	75457,0.05
Bordeaux	75457,0.05
Boëtsch	75458,0.009615384615384616
Unité	75458,0.009615384615384616
Mixte	75458,0.009615384615384616
International	75458,0.019230769230769232
Santé	75458,0.009615384615384616
Sociétés	75458,0.009615384615384616
UMI	75458,0.009615384615384616
ESS	75458,0.009615384615384616
Observatoire	75458,0.009615384615384616
Hommes	75458,0.009615384615384616
Milieux	75458,0.009615384615384616
Téssékéré	75458,0.009615384615384616
OHMi	75458,0.009615384615384616
structures	75458,0.009615384615384616
basées	75458,0.009615384615384616
Sénégal	75458,0.019230769230769232
Grande	75458,0.028846153846153848
Muraille	75458,0.028846153846153848
Verte	75458,0.009615384615384616
7700	75458,0.009615384615384616
km	75458,0.009615384615384616
11	75458,0.009615384615384616
pays	75458,0.009615384615384616
Afrique	75458,0.009615384615384616
pépinière	75458,0.009615384615384616
jeunes	75458,0.009615384615384616
plants	75458,0.009615384615384616
acacias	75458,0.009615384615384616
Widou	75458,0.009615384615384616
Thiengoli	75458,0.009615384615384616
avant	75458,0.009615384615384616
ils	75458,0.009615384615384616
soient	75458,0.009615384615384616
plantés	75458,0.009615384615384616
parcelles	75458,0.009615384615384616
verte	75458,0.019230769230769232
GMV	75458,0.009615384615384616
saison	75458,0.009615384615384616
pluies	75458,0.009615384615384616
doctorant	75458,0.009615384615384616
écologie	75458,0.009615384615384616
végétale	75458,0.009615384615384616
Université	75458,0.009615384615384616
Cheikh	75458,0.009615384615384616
Anta	75458,0.009615384615384616
Diop	75458,0.009615384615384616
Dakar	75458,0.009615384615384616
suit	75458,0.009615384615384616
évolution	75458,0.009615384615384616
espèce	75458,0.009615384615384616
Balanites	75458,0.009615384615384616
aegyptiaca	75458,0.009615384615384616
dattier	75458,0.009615384615384616
désert	75458,0.009615384615384616
tracé	75458,0.009615384615384616
Eoliennes	75463,1.0
Emballage	75464,0.3333333333333333
polymère	75464,0.3333333333333333
Bien	75465,0.5
veillir	75465,0.5
visualisation	75788,0.02631578947368421
archéologues	75788,0.02631578947368421
préhistoriens	75788,0.02631578947368421
potentiel	75788,0.02631578947368421
intéresse	75788,0.02631578947368421
ores	75788,0.02631578947368421
déjà	75788,0.02631578947368421
autres	75788,0.02631578947368421
prestigieux	75788,0.02631578947368421
comme	75788,0.02631578947368421
Pompéi	75788,0.02631578947368421
universités	75788,0.02631578947368421
musées	75788,0.02631578947368421
Stratobus	75789,0.02702702702702703
ballon	75789,0.02702702702702703
stationnaire	75789,0.02702702702702703
stratosphère	75789,0.02702702702702703
100	75789,0.02702702702702703
33	75789,0.02702702702702703
large	75789,0.02702702702702703
cellules	75789,0.02702702702702703
solaires	75789,0.02702702702702703
plate	75789,0.02702702702702703
idéale	75789,0.02702702702702703
missions	75789,0.02702702702702703
cartographie	75789,0.02702702702702703
télécommunications	75789,0.02702702702702703
Utilisation	75791,0.045454545454545456
main	75791,0.09090909090909091
robotisée	75791,0.045454545454545456
contact	75791,0.045454545454545456
temps	75791,0.045454545454545456
réel	75791,0.045454545454545456
dotée	75791,0.045454545454545456
doigts	75791,0.045454545454545456
flexibles	75791,0.045454545454545456
manipuler	75791,0.045454545454545456
indépendamment	75791,0.045454545454545456
opérateur	75791,0.045454545454545456
Européen	75792,0.05555555555555555
Hydrométallurgie	75792,0.05555555555555555
IEH	75792,0.1111111111111111
Parc	75792,0.05555555555555555
Marcel	75792,0.05555555555555555
Boiteux	75792,0.05555555555555555
Massachusetts	76208,0.14285714285714285
of	76208,0.14285714285714285
MIT	76208,0.14285714285714285
Boston	76208,0.14285714285714285
agronome	76213,0.047619047619047616
Feillet	76213,0.047619047619047616
lire	76213,0.047619047619047616
urgence	76213,0.047619047619047616
sera	76213,0.047619047619047616
notre	76213,0.047619047619047616
demain	76213,0.047619047619047616
