physique	2.9536840373104916
mathias	5.786897381366708
fink	5.786897381366708
un	0.12047069325427545
bel	4.688285092698598
exemple	2.0492277630833393
de	0.0
chercheur	2.4910605153623786
qui	0.1774255861817479
innove	4.688285092698598
le	0.03750439545845427
27	3.484312288372662
avril	2.7423749436432847
dernier	1.0595095626543671
cnrs	1.404870746692826
décernait	5.786897381366708
pour	0.14499031042859406
la	0.018576385572935457
première	1.404870746692826
fois	1.5527908767694483
médaille	3.8409872323113943
l	0.018576385572935457
innovation	1.692552819144607
dont	0.896548253144954
valérie	5.093750200806762
pécresse	5.093750200806762
ministre	3.484312288372662
enseignement	2.3856999997045523
supérieur	2.5680215564985067
et	0.021706278581863074
recherche	0.8101636389461333
est	0.18477856048700667
à	0.024845998586530804
origine	3.0143086591269266
création	2.4546928711915035
souhaite	3.3019907315787074
ainsi	0.7499447789530785
honorer	5.786897381366708
des	0.03115516777979548
chercheurs	0.9911068357699665
ingénieurs	2.0980179272527715
travaillant	3.7074558396868715
dans	0.21474334918894306
établissements	3.3019907315787074
publics	3.0143086591269266
universités	2.842458402200267
grandes	2.5680215564985067
écoles	3.484312288372662
mais	0.8669164555385828
aussi	0.8816226029282782
industriels	1.6280142980070358
développent	3.9951379121386528
innovations	2.651403165437558
marquantes	5.786897381366708
cette	0.3663623820944218
édition	1.8748743759385615
nouvelle	1.7438461135321575
distinction	4.688285092698598
a	0.4445631294018966
été	0.8890575814157964
attribuée	5.786897381366708
trois	1.643762654975175
réputés	3.8409872323113943
économiste	4.688285092698598
esther	5.786897381366708
duflo	5.786897381366708
roboticien	5.093750200806762
françois	3.8409872323113943
pierrot	5.093750200806762
physicien	4.400603020246817
directeur	1.9156963704588168
institut	1.417449528899686
langevin	5.093750200806762
ondes	3.389002108568337
images	3.484312288372662
créé	3.0788471802644977
en	0.04069419082655441
janvier	2.4910605153623786
2009	2.842458402200267
au	0.2815658454343448
sein	1.2019299026961356
ecole	2.0256972656731453
chimie	2.5680215564985067
industrielles	3.147840051751449
ville	3.484312288372662
paris	1.6125101114710705
espci	4.177459468932607
remarquable	4.177459468932607
ces	0.6164133863285559
innovent	5.786897381366708
les	0.069869679960486
travaux	1.5822047619757416
son	0.9506154744152296
équipe	1.7093599374609882
ont	0.8890575814157964
effet	1.2436025990967037
abouti	4.688285092698598
quatre	2.791165107812717
start	2.791165107812717
ups	5.093750200806762
totalisent	5.786897381366708
230	5.093750200806762
personnes	1.8356536627852802
domaines	2.2903898199002275
variés	3.589672804030488
que	0.3062584580247164
médecine	3.8409872323113943
télécommunications	3.7074558396868715
multimédia	5.786897381366708
ou	0.8669164555385828
encore	1.567389676190601
objets	3.589672804030488
tactiles	5.093750200806762
j	3.7074558396868715
aime	5.786897381366708
transformer	5.093750200806762
idées	3.589672804030488
très	1.2225491898988714
fondamentale	3.7074558396868715
produits	2.1759794687224834
innovants	3.389002108568337
précise	2.1233357352370614
d	0.04710446918747347
emblée	3.7074558396868715
y	1.309560566888501
parvenir	2.9536840373104916
il	0.5719616237577221
fallait	4.688285092698598
trouver	3.0788471802644977
terrain	3.7074558396868715
propice	5.093750200806762
c	0.896548253144954
fin	2.260536856750546
années	1.5527908767694483
1980	4.688285092698598
occasion	1.7264543708202882
une	0.13090557054685498
rencontre	3.147840051751449
avec	0.5138978228029609
georges	4.688285092698598
charpak	5.786897381366708
prix	2.7423749436432847
nobel	4.400603020246817
1992	4.177459468932607
qu	0.7179931791464761
va	1.7438461135321575
découvrir	3.221948023905171
coeur	2.4910605153623786
montagne	4.400603020246817
sainte	5.786897381366708
geneviève	4.688285092698598
plein	3.9951379121386528
alors	1.2870877110364425
plus	0.43503924789064113
grands	2.4546928711915035
laboratoires	2.203378442910598
français	1.9582559848776127
du	0.12047069325427545
solide	3.221948023905171
faire	1.597242639340282
autour	1.5527908767694483
concept	3.484312288372662
renversement	5.786897381366708
temps	1.7979133348024332
belle	4.688285092698598
comme	0.9747130259942901
qualifient	5.786897381366708
connaisseurs	5.093750200806762
intéresse	3.3019907315787074
secteur	1.9582559848776127
aéronautique	2.9536840373104916
dassault	5.093750200806762
aerospatial	5.786897381366708
snecma	5.093750200806762
turboméca	5.786897381366708
prêts	5.093750200806762
financer	3.9951379121386528
époque	4.177459468932607
milieu	3.147840051751449
peu	2.0256972656731453
enclin	5.786897381366708
travailler	2.791165107812717
industrie	1.936749779656649
autant	1.5822047619757416
si	1.5102312623506524
celle	1.5242175043253923
ci	1.1717768645254483
militaro	5.786897381366708
industrielle	2.791165107812717
se	0.7499447789530785
retrouve	4.400603020246817
isolé	4.400603020246817
lui	2.1233357352370614
propose	2.6958549280083917
rencontrer	4.177459468932607
pierre	2.6958549280083917
gilles	4.177459468932607
gennes	5.786897381366708
jacques	3.9951379121386528
lewiner	5.786897381366708
scientifique	1.936749779656649
endroit	5.093750200806762
sympathique	5.093750200806762
je	3.389002108568337
ai	4.177459468932607
rencontré	4.400603020246817
était	2.4546928711915035
ils	1.5242175043253923
m	4.400603020246817
dit	2.2903898199002275
vous	2.321161478566981
voulez	5.786897381366708
innovez	5.786897381366708
venez	5.786897381366708
résume	2.7423749436432847
ajoute	3.221948023905171
cela	2.0492277630833393
chance	4.400603020246817
ma	4.400603020246817
carrière	3.589672804030488
êtes	5.786897381366708
amusez	5.786897381366708
vousc	5.786897381366708
dès	2.0027077474484467
1990	3.589672804030488
ce	0.3062584580247164
crée	5.093750200806762
laboratoire	1.5384021393173488
acoustique	4.400603020246817
école	3.0143086591269266
qualifie	5.093750200806762
unique	2.1233357352370614
innover	3.589672804030488
particulièrement	2.6958549280083917
bien	1.7979133348024332
vu	4.688285092698598
on	1.2651088043176675
donne	4.688285092698598
feu	5.093750200806762
vert	4.688285092698598
moment	3.389002108568337
idée	2.651403165437558
proposée	3.9951379121386528
originale	3.484312288372662
t	1.5822047619757416
autre	1.855071748642382
particularité	3.589672804030488
vraiment	3.9951379121386528
pas	1.2330204897661667
autres	1.6125101114710705
ecoles	3.8409872323113943
pluridisciplinarité	4.688285092698598
règne	5.786897381366708
ne	1.2870877110364425
cherchez	5.093750200806762
n	1.2870877110364425
trouverez	5.786897381366708
ailleurs	2.5680215564985067
département	3.0143086591269266
biologie	3.0788471802644977
ici	2.5288008433452256
départ	4.688285092698598
souligne	2.651403165437558
pointe	3.3019907315787074
humour	3.9951379121386528
s	0.5995115755259526
amusant	5.786897381366708
développé	2.3856999997045523
fameux	5.093750200806762
miroirs	5.786897381366708
retournement	5.786897381366708
temporel	5.786897381366708
permettent	2.7423749436432847
échantillonner	5.786897381366708
enregistrer	4.400603020246817
champ	3.7074558396868715
incident	5.093750200806762
puis	2.842458402200267
réémettre	5.093750200806762
chronologie	5.786897381366708
inversée	5.786897381366708
ses	1.1521683931370719
collaborateurs	4.177459468932607
sont	0.7054930163822447
rendus	4.688285092698598
compte	1.9156963704588168
revivre	5.093750200806762
onde	3.9951379121386528
sa	1.3924482266942688
vie	2.260536856750546
passée	3.9951379121386528
permettait	5.093750200806762
focaliser	4.688285092698598
source	3.8409872323113943
façon	2.321161478566981
efficace	3.7074558396868715
commencèrent	5.786897381366708
abord	3.7074558396868715
sur	0.3797256099065889
ultrasons	5.093750200806762
sismiques	5.786897381366708
micro	3.0788471802644977
aurait	3.9951379121386528
pu	2.3529101768815615
limiter	3.9951379121386528
publier	3.9951379121386528
excellents	5.093750200806762
papiers	5.786897381366708
publications	3.8409872323113943
réputées	5.093750200806762
physical	4.688285092698598
review	4.400603020246817
compris	3.589672804030488
vite	3.8409872323113943
delà	2.842458402200267
avait	2.5288008433452256
applications	2.0733253146623998
potentielles	5.786897381366708
brûler	5.093750200806762
tumeur	4.400603020246817
détruire	5.093750200806762
composant	4.400603020246817
électronique	3.3019907315787074
voir	3.0788471802644977
derrière	4.177459468932607
mur	5.786897381366708
envoyer	5.786897381366708
informations	2.842458402200267
précis	4.177459468932607
pièce	4.400603020246817
progressivement	2.7423749436432847
nous	1.597242639340282
avons	2.2903898199002275
donc	1.4964379402183166
certain	3.147840051751449
nombre	2.231549319877294
instruments	3.7074558396868715
originaux	4.688285092698598
fini	4.688285092698598
par	0.29383593802615926
déboucher	4.688285092698598
plusieurs	1.6760235171933964
indique	2.608843551018762
partir	2.4546928711915035
découvert	3.8409872323113943
possible	2.321161478566981
